Symbol,Transaction Date,Total Shares
HPL.NS,29 October 2024,139
HPL.NS,29 October 2024,160
HPL.NS,16 January 2025,168
HPL.NS,12 February 2025,173
HPL.NS,12 March 2025,180
HPL.NS,12 March 2025,181
HPL.NS,19 March 2025,197
HPL.NS,19 March 2025,234
HPL.NS,19 March 2025,292
ICICIBANK.NS,16 November 2022,4
ICICIBANK.NS,01 December 2022,5
ICICIBANK.NS,23 October 2023,0
ICICIGI.NS,23 October 2023,4
ICICIGI.NS,02 November 2023,5
ICICIGI.NS,02 November 2023,6
ICICIGI.NS,03 March 2025,0
ISEC.NS,04 September 2024,65
ISEC.NS,12 September 2024,69
ISEC.NS,14 October 2024,77
ISEC.NS,08 November 2024,71
ISEC.NS,08 November 2024,68
ISEC.NS,08 November 2024,33
ISEC.NS,08 November 2024,29
ISEC.NS,08 November 2024,16
ISEC.NS,08 November 2024,0
IIFL.NS,10 June 2024,62
IIFL.NS,25 October 2024,0
IOC.NS,13 November 2023,163
IOC.NS,12 December 2023,196
IOC.NS,12 January 2024,218
IOC.NS,01 February 2024,303
IOC.NS,12 March 2024,304
IOC.NS,12 April 2024,342
IOC.NS,13 May 2024,349
IOC.NS,13 May 2024,393
IOC.NS,12 June 2024,398
IOC.NS,12 June 2024,433
IOC.NS,12 July 2024,463
IOC.NS,12 July 2024,482
IOC.NS,12 August 2024,517
IOC.NS,12 September 2024,550
IOC.NS,12 November 2024,580
IOC.NS,15 January 2025,0
IRFC.NS,28 January 2021,575
IRFC.NS,23 October 2023,709
IRFC.NS,13 November 2023,742
IRFC.NS,12 December 2023,761
IRFC.NS,12 January 2024,771
IRFC.NS,12 February 2024,838
IRFC.NS,12 March 2024,855
IRFC.NS,12 April 2024,883
IRFC.NS,13 May 2024,905
IRFC.NS,12 June 2024,936
INDUSTOWER.NS,13 November 2023,43
INDUSTOWER.NS,12 December 2023,51
INDUSTOWER.NS,12 January 2024,58
INDUSTOWER.NS,12 February 2024,72
INDUSTOWER.NS,12 March 2024,74
INDUSTOWER.NS,03 May 2024,119
INDUSTOWER.NS,13 May 2024,138
INDUSTOWER.NS,12 June 2024,145
INDUSTOWER.NS,12 June 2024,148
INDUSTOWER.NS,12 June 2024,133
INDUSTOWER.NS,12 September 2024,138
INDUSTOWER.NS,14 October 2024,151
INDUSTOWER.NS,08 November 2024,177
INDUSTOWER.NS,12 November 2024,186
INDUSTOWER.NS,03 March 2025,117
INDUSTOWER.NS,03 March 2025,4
INDUSTOWER.NS,03 March 2025,0
INDUSTOWER.NS,21 March 2025,186
INDUSINDBK.NS,24 October 2022,2
INDUSINDBK.NS,02 November 2022,3
INDUSINDBK.NS,11 November 2022,0
INFY.NS,24 October 2022,4
INFY.NS,02 November 2022,5
INFY.NS,13 February 2023,6
INFY.NS,13 March 2023,7
INFY.NS,12 April 2023,8
INFY.NS,12 May 2023,9
INFY.NS,12 June 2023,10
INFY.NS,13 July 2023,11
INFY.NS,13 July 2023,13
INFY.NS,14 August 2023,14
INFY.NS,12 October 2023,15
INGERRAND.NS,24 October 2022,1
INGERRAND.NS,28 October 2022,2
INGERRAND.NS,08 December 2022,3
INGERRAND.NS,23 October 2023,1
INGERRAND.NS,23 October 2023,0
INOXWIND.NS,24 July 2023,106
INOXWIND.NS,14 August 2023,111
INOXWIND.NS,12 September 2023,114
INOXWIND.NS,12 February 2024,115
INOXWIND.NS,12 April 2024,118
INOXWIND.NS,13 May 2024,130
INOXWIND.NS,24 May 2024,520
INOXWIND.NS,12 June 2024,538
INOXWIND.NS,12 July 2024,545
INOXWIND.NS,07 October 2024,567
INOXWIND.NS,14 October 2024,593
INOXWIND.NS,14 October 2024,660
INOXWIND.NS,12 November 2024,725
INOXWIND.NS,12 December 2024,762
INOXWIND.NS,13 January 2025,918
INOXWIND.NS,27 February 2025,321
INOXWIND.NS,27 February 2025,0
IONEXCHANG.NS,08 May 2023,60
IONEXCHANG.NS,08 May 2023,70
IONEXCHANG.NS,14 August 2023,79
IONEXCHANG.NS,12 September 2023,80
IONEXCHANG.NS,12 October 2023,87
IONEXCHANG.NS,12 January 2024,99
IONEXCHANG.NS,12 February 2024,104
IONEXCHANG.NS,12 June 2024,105
IONEXCHANG.NS,19 July 2024,158
IONEXCHANG.NS,12 August 2024,163
IONEXCHANG.NS,12 September 2024,166
IONEXCHANG.NS,07 October 2024,173
IONEXCHANG.NS,14 October 2024,179
IONEXCHANG.NS,12 November 2024,187
IONEXCHANG.NS,10 December 2024,188
IONEXCHANG.NS,10 December 2024,202
IONEXCHANG.NS,12 December 2024,205
IONEXCHANG.NS,16 January 2025,209
IONEXCHANG.NS,16 January 2025,225
IONEXCHANG.NS,17 February 2025,223
IONEXCHANG.NS,17 February 2025,181
IONEXCHANG.NS,17 February 2025,178
IONEXCHANG.NS,17 February 2025,142
IONEXCHANG.NS,17 February 2025,91
IONEXCHANG.NS,17 February 2025,65
IONEXCHANG.NS,17 February 2025,32
IONEXCHANG.NS,17 February 2025,2
IONEXCHANG.NS,17 February 2025,0
IONEXCHANG.NS,21 March 2025,225
IONEXCHANG.NS,27 March 2025,223
IONEXCHANG.NS,27 March 2025,212
IONEXCHANG.NS,27 March 2025,146
IONEXCHANG.NS,27 March 2025,0
IONEXCHANG.NS,02 April 2025,225
IONEXCHANG.NS,23 May 2025,232
IONEXCHANG.NS,23 May 2025,242
IONEXCHANG.NS,23 May 2025,246
IONEXCHANG.NS,23 May 2025,278
IONEXCHANG.NS,23 May 2025,313
IONEXCHANG.NS,23 May 2025,326
IONEXCHANG.NS,23 May 2025,369
IONEXCHANG.NS,29 May 2025,381
IONEXCHANG.NS,29 May 2025,388
IRCON.NS,01 December 2023,8
IRCON.NS,12 December 2023,10
IRCON.NS,12 January 2024,21
IRCON.NS,12 February 2024,25
IRCON.NS,12 March 2024,27
IRCON.NS,01 April 2024,0
ITC.NS,24 October 2022,16
ITC.NS,24 October 2022,31
ITC.NS,01 November 2022,33
ITC.NS,02 November 2022,36
ITC.NS,02 November 2022,39
ITC.NS,23 November 2022,42
ITC.NS,01 December 2022,49
ITC.NS,12 January 2023,52
ITC.NS,13 March 2023,53
ITC.NS,12 April 2023,55
ITC.NS,12 May 2023,56
ITC.NS,12 June 2023,57
ITC.NS,13 July 2023,59
ITC.NS,13 July 2023,66
ITC.NS,09 December 2024,78
ITC.NS,12 December 2024,82
ITC.NS,27 December 2024,90
ITC.NS,13 January 2025,92
ITC.NS,12 February 2025,95
ITC.NS,12 March 2025,96
ITC.NS,02 April 2025,0
JBCHEPHARM.NS,01 November 2022,4
JBCHEPHARM.NS,08 December 2022,6
JBCHEPHARM.NS,23 October 2023,0
JIOFIN.NS,24 October 2022,2
JIOFIN.NS,01 December 2022,3
JIOFIN.NS,13 February 2023,4
JIOFIN.NS,12 May 2023,5
JIOFIN.NS,13 July 2023,6
JIOFIN.NS,19 July 2024,0
JKLAKSHMI.NS,24 October 2022,6
JKLAKSHMI.NS,02 November 2022,8
JKLAKSHMI.NS,01 December 2022,9
JKLAKSHMI.NS,23 October 2023,0
JSWENERGY.NS,24 October 2022,32
JSWENERGY.NS,01 December 2022,34
JSWENERGY.NS,12 January 2023,36
JSWENERGY.NS,13 February 2023,40
JSWENERGY.NS,13 March 2023,71
JSWENERGY.NS,12 April 2023,80
JSWENERGY.NS,08 May 2025,79
JSWENERGY.NS,08 May 2025,0
JSWINFRA.NS,29 September 2023,126
JUBLINGREA.NS,24 October 2022,16
JUBLINGREA.NS,02 November 2022,17
JUBLINGREA.NS,02 November 2022,18
JUBLINGREA.NS,01 December 2022,19
JUBLINGREA.NS,12 January 2023,20
JUBLINGREA.NS,13 March 2023,22
JUBLINGREA.NS,12 April 2023,26
JUBLINGREA.NS,05 March 2024,13
JUBLINGREA.NS,05 March 2024,11
JUBLINGREA.NS,05 March 2024,10
JUBLINGREA.NS,05 March 2024,0
JYOTHYLAB.NS,24 October 2022,23
JYOTHYLAB.NS,02 November 2022,28
JYOTHYLAB.NS,01 December 2022,30
JYOTHYLAB.NS,08 December 2022,41
JYOTHYLAB.NS,23 October 2023,55
JYOTHYLAB.NS,23 October 2023,65
JYOTHYLAB.NS,02 November 2023,71
JYOTHYLAB.NS,13 November 2023,72
JYOTHYLAB.NS,12 December 2023,75
JYOTHYLAB.NS,02 January 2024,97
JYOTHYLAB.NS,02 January 2024,98
JYOTHYLAB.NS,12 January 2024,103
JYOTHYLAB.NS,01 February 2024,108
JYOTHYLAB.NS,12 February 2024,109
JYOTHYLAB.NS,12 February 2024,112
JYOTHYLAB.NS,12 February 2024,118
JYOTHYLAB.NS,12 March 2024,119
JYOTHYLAB.NS,01 April 2024,78
JYOTHYLAB.NS,01 April 2024,57
JYOTHYLAB.NS,16 December 2024,0
KPRMILL.NS,24 October 2022,6
KPRMILL.NS,24 October 2022,18
KPRMILL.NS,02 November 2022,19
KPRMILL.NS,01 December 2022,20
KPRMILL.NS,01 December 2023,26
KPRMILL.NS,03 March 2025,19
KPRMILL.NS,03 March 2025,2
KPRMILL.NS,03 March 2025,1
KPRMILL.NS,03 March 2025,0
KPIL.NS,03 May 2024,14
KPIL.NS,03 May 2024,22
KPIL.NS,13 May 2024,23
KPIL.NS,19 July 2024,72
KPIL.NS,12 August 2024,73
KPIL.NS,12 August 2024,74
KPIL.NS,07 October 2024,76
KPIL.NS,10 December 2024,90
KPIL.NS,16 January 2025,97
KPIL.NS,17 February 2025,75
KPIL.NS,17 February 2025,69
KPIL.NS,17 February 2025,59
KPIL.NS,17 February 2025,55
KPIL.NS,17 February 2025,21
KPIL.NS,17 February 2025,17
KPIL.NS,17 February 2025,12
KPIL.NS,17 February 2025,4
KPIL.NS,17 February 2025,0
KPIL.NS,21 March 2025,97
KALYANKJIL.NS,23 October 2023,22
KALYANKJIL.NS,13 November 2023,24
KALYANKJIL.NS,01 December 2023,31
KALYANKJIL.NS,12 December 2023,40
KALYANKJIL.NS,12 January 2024,43
KALYANKJIL.NS,01 February 2024,52
KALYANKJIL.NS,12 February 2024,53
KALYANKJIL.NS,05 March 2024,0
KALYANKJIL.NS,01 April 2024,34
KALYANKJIL.NS,12 April 2024,38
KALYANKJIL.NS,03 May 2024,69
KALYANKJIL.NS,13 May 2024,70
KALYANKJIL.NS,03 June 2024,83
KALYANKJIL.NS,03 March 2025,5
KALYANKJIL.NS,03 March 2025,0
KDDL.NS,03 May 2023,2
KDDL.NS,12 May 2023,3
KDDL.NS,12 June 2023,4
KDDL.NS,13 July 2023,5
KDDL.NS,13 July 2023,7
KDDL.NS,12 September 2023,8
KDDL.NS,12 October 2023,9
KDDL.NS,08 May 2025,0
KEI.NS,24 October 2022,3
KEI.NS,11 November 2022,4
KEI.NS,01 December 2022,5
KEI.NS,08 December 2022,6
KEI.NS,01 December 2023,8
KEI.NS,03 March 2025,0
KIOCL.NS,02 January 2024,10
KIOCL.NS,12 January 2024,12
KIOCL.NS,01 February 2024,0
KIRLFER.BO,03 May 2023,4
KIRLFER.BO,12 May 2023,6
KIRLFER.BO,12 June 2023,9
KIRLFER.BO,13 July 2023,11
KIRLFER.BO,13 July 2023,15
KIRLFER.BO,14 August 2023,18
KIRLFER.BO,14 August 2023,19
KIRLFER.BO,12 September 2023,22
KIRLFER.BO,12 October 2023,24
KIRLFER.BO,03 March 2025,0
KPITTECH.NS,24 October 2022,20
KPITTECH.NS,24 October 2022,21
KPITTECH.NS,02 November 2022,22
KPITTECH.NS,01 December 2022,23
KPITTECH.NS,12 January 2023,24
KPITTECH.NS,13 March 2023,25
KPITTECH.NS,14 March 2023,23
KPITTECH.NS,14 March 2023,19
KPITTECH.NS,03 April 2023,21
KPITTECH.NS,03 May 2023,22
KPITTECH.NS,12 May 2023,23
KPITTECH.NS,12 May 2023,25
KPITTECH.NS,12 June 2023,26
KPITTECH.NS,13 July 2023,27
KPITTECH.NS,13 July 2023,31
KPITTECH.NS,14 August 2023,32
KPITTECH.NS,12 September 2023,33
KPITTECH.NS,12 September 2023,34
KPITTECH.NS,23 April 2024,47
KPITTECH.NS,07 October 2024,49
KPITTECH.NS,29 October 2024,44
KPITTECH.NS,29 October 2024,42
KPITTECH.NS,29 October 2024,23
KPITTECH.NS,29 October 2024,19
KPITTECH.NS,29 October 2024,10
KPITTECH.NS,29 October 2024,3
KPITTECH.NS,29 October 2024,0
KSB.NS,24 October 2022,30
KSB.NS,13 February 2023,35
KSB.NS,16 February 2023,40
KSB.NS,16 February 2023,45
KSB.NS,03 April 2023,50
KSB.NS,12 April 2023,55
KSB.NS,12 May 2023,65
KSB.NS,13 July 2023,70
KSB.NS,13 July 2023,75
KSB.NS,13 July 2023,80
KSB.NS,08 August 2024,121
KSB.NS,12 August 2024,126
KSB.NS,12 September 2024,127
KSB.NS,07 October 2024,131
KSB.NS,07 October 2024,132
KSB.NS,29 October 2024,82
KSB.NS,29 October 2024,3
KSB.NS,29 October 2024,0
LAOPALA.NS,24 October 2022,13
LAOPALA.NS,02 November 2022,15
LAOPALA.NS,02 November 2022,16
LAOPALA.NS,01 December 2022,17
LAOPALA.NS,12 January 2023,20
LAOPALA.NS,13 February 2023,23
LAOPALA.NS,13 March 2023,27
LAOPALA.NS,12 April 2023,30
LAOPALA.NS,12 May 2023,31
LAOPALA.NS,13 July 2023,32
LAOPALA.NS,13 July 2023,38
LAOPALA.NS,12 September 2023,41
LAOPALA.NS,05 March 2024,28
LAOPALA.NS,05 March 2024,12
LAOPALA.NS,05 March 2024,0
LUPIN.NS,23 October 2023,10
LUPIN.NS,13 November 2023,13
LUPIN.NS,12 December 2023,16
LUPIN.NS,02 January 2024,0
LUPIN.NS,05 March 2024,15
LUPIN.NS,28 March 2024,0
LUPIN.NS,01 April 2024,12
LUPIN.NS,12 April 2024,13
LUPIN.NS,03 May 2024,14
LUPIN.NS,03 May 2024,22
LUPIN.NS,03 March 2025,0
M&MFIN.NS,23 November 2022,21
M&MFIN.NS,01 December 2022,23
M&MFIN.NS,23 October 2023,0
M&MFIN.NS,08 November 2024,135
M&MFIN.NS,12 November 2024,148
M&MFIN.NS,15 January 2025,137
M&MFIN.NS,15 January 2025,0
M&MFIN.NS,17 February 2025,39
M&MFIN.NS,17 February 2025,73
M&MFIN.NS,12 March 2025,88
M&MFIN.NS,11 April 2025,0
M&M.NS,24 October 2022,3
M&M.NS,11 November 2022,4
M&M.NS,08 December 2022,5
M&M.NS,23 October 2023,0
MARICO.NS,24 October 2022,8
MARICO.NS,24 October 2022,10
MARICO.NS,02 November 2022,13
MARICO.NS,01 December 2022,14
MARICO.NS,12 January 2023,16
MARICO.NS,13 February 2023,18
MARICO.NS,13 March 2023,19
MARICO.NS,12 April 2023,23
MARICO.NS,12 June 2023,24
MARICO.NS,13 July 2023,27
MARICO.NS,13 July 2023,33
MARICO.NS,12 October 2023,36
MARICO.NS,12 March 2024,8
MARICO.NS,12 March 2024,0
MAZDOCK.NS,23 October 2023,6
MAZDOCK.NS,13 November 2023,7
MAZDOCK.NS,01 December 2023,8
MAZDOCK.NS,12 December 2023,10
MAZDOCK.NS,02 January 2024,11
MAZDOCK.NS,12 January 2024,12
MAZDOCK.NS,01 February 2024,0
MAZDOCK.NS,02 June 2025,10
MOL.NS,24 October 2022,100
MOL.NS,02 November 2022,107
MOL.NS,01 December 2022,115
MOL.NS,12 January 2023,120
MOL.NS,13 February 2023,121
MOL.NS,13 February 2023,123
MOL.NS,13 March 2023,143
MOL.NS,12 April 2023,150
MOL.NS,05 March 2024,118
MOL.NS,05 March 2024,0
MOLDTECH.NS,21 June 2023,9
MOLDTECH.NS,13 July 2023,16
MOLDTECH.NS,13 July 2023,21
MOLDTECH.NS,14 August 2023,22
MOLDTECH.NS,12 October 2023,24
MOLDTECH.NS,05 March 2024,0
BECTORFOOD.NS,23 October 2023,6
BECTORFOOD.NS,23 October 2023,9
BECTORFOOD.NS,05 March 2024,0
MTARTECH.NS,24 October 2022,9
MTARTECH.NS,02 November 2022,10
MTARTECH.NS,14 March 2023,13
MTARTECH.NS,03 April 2023,17
MTARTECH.NS,13 July 2023,19
